ProvinceCode,MarriageYear,RegistrationYear,BridegroomAge,BrideAge,AgeDiff
North West,2014,2018,37,26,Bridegroom older
Eastern Cape,2014,2018,55,41,Bridegroom older
Eastern Cape,1967,2018,27,17,Bridegroom older
Eastern Cape,2009,2018,47,32,Bridegroom older
Limpopo,2011,2018,30,29,Bridegroom older
Limpopo,2000,2018,29,25,Bridegroom older
Limpopo,1979,2018,22,19,Bridegroom older
Limpopo,1977,2018,24,16,Bridegroom older
Limpopo,1976,2018,17,18,Bridegroom younger
Eastern Cape,1969,2018,28,33,Bridegroom younger
Eastern Cape,2015,2018,32,32,Spouses same age
Eastern Cape,2010,2018,32,31,Bridegroom older
Limpopo,2018,2018,57,60,Bridegroom younger
Free State,1998,2018,32,37,Bridegroom younger
Limpopo,1965,2018,27,20,Bridegroom older
Limpopo,2006,2018,27,26,Bridegroom older
North West,2004,2018,25,21,Bridegroom older
Eastern Cape,1974,2018,27,16,Bridegroom older
Limpopo,2010,2018,42,29,Bridegroom older
Eastern Cape,1997,2018,33,28,Bridegroom older
Gauteng,2012,2018,58,33,Bridegroom older
Gauteng,2018,2018,33,22,Bridegroom older
Gauteng,2015,2018,30,21,Bridegroom older
Gauteng,2018,2018,30,23,Bridegroom older
Gauteng,2018,2018,28,26,Bridegroom older
Gauteng,2018,2018,28,24,Bridegroom older
Mpumalanga,2013,2018,40,37,Bridegroom older
Mpumalanga,2012,2018,35,28,Bridegroom older
Mpumalanga,2012,2018,35,28,Bridegroom older
